requirement_id,received_at,source,product_area,requester_role,raw_requirement_text,business_context,delivery_window,priority_hint
REQ-200089,2025-01-05T01:00:00,email,inventory,client stakeholder,"Hi  team,    Client  asked  for  exception  dashboard  in  inventory.  The  system  must  support  assign  approvers.  It  should  also  allow  send  alerts.  Reporting  should  include  pending  queues  and  turnaround  time.",URGENT: Support team gets repeated complaints.,1 month,medium
REQ-200090,2025-01-05T02:00:00,slack,notifications,engineering manager,"PLEASE  HELP  -  WE  NEED  EXCEPTION  DASHBOARD  FOR  NOTIFICATIONS.  USERS  SHOULD  BE  ABLE  TO  TRACK  STATUS,  VIEW  SLA  METRICS,  AND  SEARCH  HISTORY.  ADMINS  WANT  PENDING  QUEUES  AND  TURNAROUND  TIME.  KEEP  V1  SIMPLE  AND  WEB-FIRST.",FYI  -  Support  team  gets  repeated  complaints.      Thanks.    ,TBD,
REQ-200091,2025-01-05T03:00:00,notion,payments,product manager,"We  need  bulk  upload  for  payments.  Users  should  be  able  to  retry  failed  jobs,  assign  approvers,  and  view  SLA  metrics.  Admins  want  daily  trend  charts.  Keep  v1  simple  and  web-first.

This  is  affecting  users.","Hi  team,    Current  manual  process  is  slow  and  error-prone.      Thanks.    ",2 weeks,low
REQ-200092,2025-01-05T04:00:00,notion,notifications,sales engineer,"URGENT:  WE  NEED  RENEWAL  REMINDER  FLOW  FOR  NOTIFICATIONS.  USERS  SHOULD  BE  ABLE  TO  VIEW  SLA  METRICS,  UPLOAD  DOCUMENTS,  AND  TRACK  STATUS.  ADMINS  WANT  DAILY  TREND  CHARTS.  KEEP  V1  SIMPLE  AND  WEB-FIRST.      THANKS.    ","Hi  team,    Current  manual  process  is  slow  and  error-prone.

This  is  affecting  users.",2 weeks,medium
REQ-200093,2025-01-05T05:00:00,notion,payments,client stakeholder,"Hi  team,    Client  asked  for  bulk  upload  in  payments.  The  system  must  support  view  SLA  metrics.  It  should  also  allow  search  history.  Reporting  should  include  user-level  activity  report.

This  is  affecting  users.","FYI - SUPPORT TEAM GETS REPEATED COMPLAINTS.
 SENT FROM MOBILE.",next quarter,
REQ-200094,2025-01-05T06:00:00,notion,payments,client stakeholder,"Please help - Please plan a first release for self-service onboarding. Primary need: search history. Secondary need: assign approvers. Nice to have: upload documents. Need visibility for approval bottlenecks.
 Sent from mobile.","URGENT:  Current  manual  process  is  slow  and  error-prone.

This  is  affecting  users.",1 month,high
REQ-200095,2025-01-05T07:00:00,notion,document workflow,sales engineer,"Client asked for self-service onboarding in document workflow. The system must support filter pending items. It should also allow assign approvers. Reporting should include user-level activity report.

This is affecting users.",URGENT: Current manual process is slow and error-prone.   Thanks.  ,TBD,
REQ-200096,2025-01-05T08:00:00,slack,document workflow,sales engineer,"URGENT: We need exception dashboard for document workflow. Users should be able to search history, comment on review, and filter pending items. Admins want daily trend charts. Keep v1 simple and web-first.   Thanks.  ","Please help - Support team gets repeated complaints.
 Sent from mobile.",next quarter,medium
REQ-200097,2025-01-05T09:00:00,meeting_notes,identity,ops lead,"Hi team,  Please plan a first release for audit export. Primary need: export CSV. Secondary need: assign approvers. Nice to have: filter pending items. Need visibility for daily trend charts.
 Sent from mobile.","Support team gets repeated complaints.

This is affecting users.",TBD,
REQ-200098,2025-01-05T10:00:00,notion,notifications,engineering manager,"FYI - Client asked for bulk upload in notifications. The system must support retry failed jobs. It should also allow send alerts. Reporting should include daily trend charts.

This is affecting users.",Please help - Needed for enterprise rollout next quarter.,next quarter,
REQ-200099,2025-01-05T11:00:00,notion,notifications,client stakeholder,FYI  -  Client  asked  for  audit  export  in  notifications.  The  system  must  support  send  alerts.  It  should  also  allow  retry  failed  jobs.  Reporting  should  include  pending  queues  and  turnaround  time.,PLEASE  HELP  -  CURRENT  MANUAL  PROCESS  IS  SLOW  AND  ERROR-PRONE.,1 month,
REQ-200100,2025-01-05T12:00:00,notion,analytics,sales engineer,"FYI - We need bulk upload for analytics. Users should be able to upload documents, comment on review, and assign approvers. Admins want pending queues and turnaround time. Keep v1 simple and web-first.
 Sent from mobile.",FYI - Needed for enterprise rollout next quarter.   Thanks.  ,1 month,low
REQ-200101,2025-01-05T13:00:00,slack,document workflow,engineering manager,"Hi team,  Please plan a first release for bulk upload. Primary need: search history. Secondary need: export CSV. Nice to have: send alerts. Need visibility for user-level activity report.

This is affecting users.","Please help - Current manual process is slow and error-prone.

This is affecting users.",1 month,low
REQ-200102,2025-01-05T14:00:00,crm_sync,payments,ops lead,"FYI - WE NEED SELF-SERVICE ONBOARDING FOR PAYMENTS. USERS SHOULD BE ABLE TO VIEW SLA METRICS, SEARCH HISTORY, AND UPLOAD DOCUMENTS. ADMINS WANT FAILURE REASONS. KEEP V1 SIMPLE AND WEB-FIRST.","PLEASE HELP - LEADERSHIP WANTS BETTER VISIBILITY BEFORE SCALE-UP.

THIS IS AFFECTING USERS.",TBD,
REQ-200103,2025-01-05T15:00:00,meeting_notes,document workflow,sales engineer,"We  need  renewal  reminder  flow  for  document  workflow.  Users  should  be  able  to  export  CSV,  retry  failed  jobs,  and  send  alerts.  Admins  want  user-level  activity  report.  Keep  v1  simple  and  web-first.",URGENT:  Current  manual  process  is  slow  and  error-prone.,1 month,high
REQ-200104,2025-01-05T16:00:00,notion,identity,ops lead,"Hi team,  We need renewal reminder flow for identity. Users should be able to upload documents, track status, and send alerts. Admins want daily trend charts. Keep v1 simple and web-first.
 Sent from mobile.","HI TEAM,  LEADERSHIP WANTS BETTER VISIBILITY BEFORE SCALE-UP.

THIS IS AFFECTING USERS.",2 weeks,high
REQ-200105,2025-01-05T17:00:00,meeting_notes,notifications,product manager,"CLIENT ASKED FOR APPROVAL WORKFLOW IN NOTIFICATIONS. THE SYSTEM MUST SUPPORT UPLOAD DOCUMENTS. IT SHOULD ALSO ALLOW TRACK STATUS. REPORTING SHOULD INCLUDE APPROVAL BOTTLENECKS.

THIS IS AFFECTING USERS.","Leadership wants better visibility before scale-up.

This is affecting users.",2 weeks,low
REQ-200106,2025-01-05T18:00:00,slack,inventory,engineering manager,"Please plan a first release for approval workflow. Primary need: assign approvers. Secondary need: upload documents. Nice to have: view SLA metrics. Need visibility for approval bottlenecks.
 Sent from mobile.",FYI  -  NEEDED  FOR  ENTERPRISE  ROLLOUT  NEXT  QUARTER.,1 month,high
REQ-200107,2025-01-05T19:00:00,meeting_notes,notifications,ops lead,"Hi team,  We need audit export for notifications. Users should be able to filter pending items, search history, and retry failed jobs. Admins want pending queues and turnaround time. Keep v1 simple and web-first.",Please  help  -  Needed  for  enterprise  rollout  next  quarter.,2 weeks,low
REQ-200108,2025-01-05T20:00:00,meeting_notes,analytics,product manager,"FYI - We need exception dashboard for analytics. Users should be able to track status, view SLA metrics, and comment on review. Admins want daily trend charts. Keep v1 simple and web-first.

This is affecting users.","URGENT: CURRENT MANUAL PROCESS IS SLOW AND ERROR-PRONE.
 SENT FROM MOBILE.",2 weeks,high
REQ-200109,2025-01-05T21:00:00,notion,document workflow,client stakeholder,Please help - Please plan a first release for approval workflow. Primary need: assign approvers. Secondary need: retry failed jobs. Nice to have: comment on review. Need visibility for user-level activity report.,"Please help - Leadership wants better visibility before scale-up.

This is affecting users.",TBD,medium
REQ-200110,2025-01-05T22:00:00,notion,document workflow,sales engineer,"We  need  audit  export  for  document  workflow.  Users  should  be  able  to  send  alerts,  retry  failed  jobs,  and  track  status.  Admins  want  failure  reasons.  Keep  v1  simple  and  web-first.
  Sent  from  mobile.","HI TEAM,  SUPPORT TEAM GETS REPEATED COMPLAINTS.   THANKS.  ",next quarter,low
REQ-200111,2025-01-05T23:00:00,email,notifications,engineering manager,"FYI - We need approval workflow for notifications. Users should be able to send alerts, track status, and filter pending items. Admins want user-level activity report. Keep v1 simple and web-first.
 Sent from mobile.","Please help - Needed for enterprise rollout next quarter.

This is affecting users.",next quarter,medium
REQ-200112,2025-01-06T00:00:00,notion,analytics,engineering manager,"We need renewal reminder flow for analytics. Users should be able to search history, track status, and upload documents. Admins want user-level activity report. Keep v1 simple and web-first.
 Sent from mobile.","FYI - Support team gets repeated complaints.

This is affecting users.",1 month,low
REQ-200113,2025-01-06T01:00:00,slack,inventory,client stakeholder,"URGENT: Client asked for approval workflow in inventory. The system must support track status. It should also allow filter pending items. Reporting should include user-level activity report.

This is affecting users.","HI TEAM,  CURRENT MANUAL PROCESS IS SLOW AND ERROR-PRONE.
 SENT FROM MOBILE.",1 month,
REQ-200114,2025-01-06T02:00:00,slack,payments,product manager,"PLEASE HELP - WE NEED SELF-SERVICE ONBOARDING FOR PAYMENTS. USERS SHOULD BE ABLE TO FILTER PENDING ITEMS, EXPORT CSV, AND VIEW SLA METRICS. ADMINS WANT USER-LEVEL ACTIVITY REPORT. KEEP V1 SIMPLE AND WEB-FIRST.",Support  team  gets  repeated  complaints.      Thanks.    ,TBD,medium
REQ-200115,2025-01-06T03:00:00,slack,document workflow,engineering manager,"FYI - We need exception dashboard for document workflow. Users should be able to retry failed jobs, comment on review, and track status. Admins want pending queues and turnaround time. Keep v1 simple and web-first.",PLEASE HELP - NEEDED FOR ENTERPRISE ROLLOUT NEXT QUARTER.   THANKS.  ,TBD,medium
REQ-200116,2025-01-06T04:00:00,meeting_notes,identity,client stakeholder,"Hi  team,    Please  plan  a  first  release  for  bulk  upload.  Primary  need:  track  status.  Secondary  need:  view  SLA  metrics.  Nice  to  have:  filter  pending  items.  Need  visibility  for  daily  trend  charts.      Thanks.    ","Support team gets repeated complaints.

This is affecting users.",1 month,high
REQ-200117,2025-01-06T05:00:00,email,identity,product manager,"FYI - We need audit export for identity. Users should be able to view SLA metrics, search history, and upload documents. Admins want user-level activity report. Keep v1 simple and web-first.

This is affecting users.",URGENT: Current manual process is slow and error-prone.,next quarter,low
REQ-200118,2025-01-06T06:00:00,crm_sync,payments,client stakeholder,"We need exception dashboard for payments. Users should be able to filter pending items, comment on review, and assign approvers. Admins want approval bottlenecks. Keep v1 simple and web-first.
 Sent from mobile.",Please help - Support team gets repeated complaints.,1 month,low
REQ-200119,2025-01-06T07:00:00,crm_sync,identity,ops lead,URGENT: Client asked for bulk upload in identity. The system must support upload documents. It should also allow track status. Reporting should include pending queues and turnaround time.   Thanks.  ,FYI - Current manual process is slow and error-prone.,TBD,
REQ-200120,2025-01-06T08:00:00,crm_sync,inventory,sales engineer,"FYI  -  We  need  self-service  onboarding  for  inventory.  Users  should  be  able  to  assign  approvers,  retry  failed  jobs,  and  upload  documents.  Admins  want  pending  queues  and  turnaround  time.  Keep  v1  simple  and  web-first.      Thanks.    ",Please help - Support team gets repeated complaints.,2 weeks,medium
REQ-200121,2025-01-06T09:00:00,crm_sync,payments,sales engineer,"We need approval workflow for payments. Users should be able to view SLA metrics, comment on review, and search history. Admins want failure reasons. Keep v1 simple and web-first.

This is affecting users.","Please help - Support team gets repeated complaints.

This is affecting users.",2 weeks,high
REQ-200122,2025-01-06T10:00:00,notion,identity,ops lead,"HI  TEAM,    PLEASE  PLAN  A  FIRST  RELEASE  FOR  BULK  UPLOAD.  PRIMARY  NEED:  UPLOAD  DOCUMENTS.  SECONDARY  NEED:  EXPORT  CSV.  NICE  TO  HAVE:  RETRY  FAILED  JOBS.  NEED  VISIBILITY  FOR  PENDING  QUEUES  AND  TURNAROUND  TIME.
  SENT  FROM  MOBILE.","Please help - Needed for enterprise rollout next quarter.

This is affecting users.",TBD,high
