incident_id,timestamp,service_name,environment,severity,incident_title,region,host,log_chunk
INC-300064,2025-01-01T13:20:00,order-service,dev,WARN,db connection pool exhausted,MEA,host-a,"URGENT: 2025-01-01 13:20:00 INFO  order-service Starting request correlationId=INC-300064
2025-01-01 13:20:00 WARN  order-service Failed to obtain JDBC connection
2025-01-01 13:20:02 ERROR order-service Request failed during downstream call
2025-01-01 13:20:02 INFO  gateway Response status=500 path=/api/resource

This is affecting users."
INC-300065,2025-01-01T13:25:00,pricing-service,prod,ERROR,pricing timeout,IN,host-d,"Hi team,  2025-01-01 13:25:00 INFO  pricing-service Starting request correlationId=INC-300065
2025-01-01 13:25:00 WARN  pricing-service Timeout while calling pricing service after 2000ms
2025-01-01 13:25:02 ERROR pricing-service Request failed during downstream call
2025-01-01 13:25:02 INFO  gateway Response status=500 path=/api/resource

This is affecting users."
INC-300066,2025-01-01T13:30:00,gateway,qa,ERROR,cache stampede,EU,host-a,"2025-01-01 13:30:00 INFO  gateway Starting request correlationId=INC-300066
2025-01-01 13:30:00 WARN  gateway Cache miss burst caused latency spike
2025-01-01 13:30:02 ERROR gateway Request failed during downstream call
2025-01-01 13:30:02 INFO  gateway Response status=500 path=/api/resource   Thanks.  "
INC-300067,2025-01-01T13:35:00,gateway,qa,ERROR,cache stampede,MEA,host-a,"Please help - 2025-01-01 13:35:00 INFO  gateway Starting request correlationId=INC-300067
2025-01-01 13:35:00 WARN  gateway Cache miss burst caused latency spike
2025-01-01 13:35:02 ERROR gateway Request failed during downstream call
2025-01-01 13:35:02 INFO  gateway Response status=500 path=/api/resource   Thanks.  "
INC-300068,2025-01-01T13:40:00,gateway,dev,WARN,cache stampede,APAC,host-a,"2025-01-01 13:40:00 INFO  gateway Starting request correlationId=INC-300068
2025-01-01 13:40:00 WARN  gateway Cache miss burst caused latency spike
2025-01-01 13:40:02 ERROR gateway Request failed during downstream call
2025-01-01 13:40:02 INFO  gateway Response status=500 path=/api/resource
 Sent from mobile."
INC-300069,2025-01-01T13:45:00,notification-worker,prod,INFO,null pointer in notification builder,MEA,host-b,"URGENT: 2025-01-01 13:45:00 INFO  notification-worker Starting request correlationId=INC-300069
2025-01-01 13:45:00 WARN  notification-worker NullPointerException at NotificationComposer
2025-01-01 13:45:02 ERROR notification-worker Request failed during downstream call
2025-01-01 13:45:02 INFO  gateway Response status=500 path=/api/resource

This is affecting users."
INC-300070,2025-01-01T13:50:00,notification-worker,qa,ERROR,null pointer in notification builder,IN,host-c,"Please  help  -  2025-01-01  13:50:00  INFO    notification-worker  Starting  request  correlationId=INC-300070
2025-01-01  13:50:00  WARN    notification-worker  NullPointerException  at  NotificationComposer
2025-01-01  13:50:02  ERROR  notification-worker  Request  failed  during  downstream  call
2025-01-01  13:50:02  INFO    gateway  Response  status=500  path=/api/resource"
INC-300071,2025-01-01T13:55:00,gateway,dev,WARN,cache stampede,US,host-c,"Hi team,  2025-01-01 13:55:00 INFO  gateway Starting request correlationId=INC-300071
2025-01-01 13:55:00 WARN  gateway Cache miss burst caused latency spike
2025-01-01 13:55:02 ERROR gateway Request failed during downstream call
2025-01-01 13:55:02 INFO  gateway Response status=500 path=/api/resource
2025-01-01 13:55:03 INFO  retry-handler Retrying attempt=2

This is affecting users."
INC-300072,2025-01-01T14:00:00,notification-worker,prod,INFO,null pointer in notification builder,IN,host-b,"URGENT: 2025-01-01 14:00:00 INFO  NOTIFICATION-WORKER STARTING REQUEST CORRELATIONID=INC-300072
2025-01-01 14:00:00 WARN  NOTIFICATION-WORKER NULLPOINTEREXCEPTION AT NOTIFICATIONCOMPOSER
2025-01-01 14:00:02 ERROR NOTIFICATION-WORKER REQUEST FAILED DURING DOWNSTREAM CALL
2025-01-01 14:00:02 INFO  GATEWAY RESPONSE STATUS=500 PATH=/API/RESOURCE"
INC-300073,2025-01-01T14:05:00,document-service,qa,ERROR,s3 upload failure,EU,host-d,"2025-01-01 14:05:00 INFO  document-service Starting request correlationId=INC-300073
2025-01-01 14:05:00 WARN  document-service Upload failed with 403 signature mismatch
2025-01-01 14:05:02 ERROR document-service Request failed during downstream call
2025-01-01 14:05:02 INFO  gateway Response status=500 path=/api/resource

This is affecting users."
INC-300074,2025-01-01T14:10:00,document-service,qa,ERROR,s3 upload failure,APAC,host-d,"URGENT: 2025-01-01 14:10:00 INFO  document-service Starting request correlationId=INC-300074
2025-01-01 14:10:00 WARN  document-service Upload failed with 403 signature mismatch
2025-01-01 14:10:02 ERROR document-service Request failed during downstream call
2025-01-01 14:10:02 INFO  gateway Response status=500 path=/api/resource
 Sent from mobile."
INC-300075,2025-01-01T14:15:00,pricing-service,prod,INFO,pricing timeout,EU,host-d,"HI TEAM,  2025-01-01 14:15:00 INFO  PRICING-SERVICE STARTING REQUEST CORRELATIONID=INC-300075
2025-01-01 14:15:00 WARN  PRICING-SERVICE TIMEOUT WHILE CALLING PRICING SERVICE AFTER 2000MS
2025-01-01 14:15:02 ERROR PRICING-SERVICE REQUEST FAILED DURING DOWNSTREAM CALL
2025-01-01 14:15:02 INFO  GATEWAY RESPONSE STATUS=500 PATH=/API/RESOURCE"
INC-300076,2025-01-01T14:20:00,pricing-service,prod,WARN,pricing timeout,US,host-c,"Please help - 2025-01-01 14:20:00 INFO  pricing-service Starting request correlationId=INC-300076
2025-01-01 14:20:00 WARN  pricing-service Timeout while calling pricing service after 2000ms
2025-01-01 14:20:02 ERROR pricing-service Request failed during downstream call
2025-01-01 14:20:02 INFO  gateway Response status=500 path=/api/resource
2025-01-01 14:20:03 INFO  retry-handler Retrying attempt=2

This is affecting users."
INC-300077,2025-01-01T14:25:00,gateway,qa,INFO,cache stampede,IN,host-b,"Hi  team,    2025-01-01  14:25:00  INFO    gateway  Starting  request  correlationId=INC-300077
2025-01-01  14:25:00  WARN    gateway  Cache  miss  burst  caused  latency  spike
2025-01-01  14:25:02  ERROR  gateway  Request  failed  during  downstream  call
2025-01-01  14:25:02  INFO    gateway  Response  status=500  path=/api/resource
2025-01-01  14:25:03  INFO    retry-handler  Retrying  attempt=2      Thanks.    "
INC-300078,2025-01-01T14:30:00,gateway,qa,WARN,cache stampede,US,host-b,"Please help - 2025-01-01 14:30:00 INFO  gateway Starting request correlationId=INC-300078
2025-01-01 14:30:00 WARN  gateway Cache miss burst caused latency spike
2025-01-01 14:30:02 ERROR gateway Request failed during downstream call
2025-01-01 14:30:02 INFO  gateway Response status=500 path=/api/resource   Thanks.  "
INC-300079,2025-01-01T14:35:00,document-service,qa,WARN,s3 upload failure,EU,host-c,"Hi team,  2025-01-01 14:35:00 INFO  document-service Starting request correlationId=INC-300079
2025-01-01 14:35:00 WARN  document-service Upload failed with 403 signature mismatch
2025-01-01 14:35:02 ERROR document-service Request failed during downstream call
2025-01-01 14:35:02 INFO  gateway Response status=500 path=/api/resource

This is affecting users."
INC-300080,2025-01-01T14:40:00,document-service,qa,INFO,s3 upload failure,APAC,host-d,"URGENT: 2025-01-01 14:40:00 INFO  document-service Starting request correlationId=INC-300080
2025-01-01 14:40:00 WARN  document-service Upload failed with 403 signature mismatch
2025-01-01 14:40:02 ERROR document-service Request failed during downstream call
2025-01-01 14:40:02 INFO  gateway Response status=500 path=/api/resource
 Sent from mobile."
INC-300081,2025-01-01T14:45:00,notification-worker,prod,WARN,null pointer in notification builder,IN,host-b,"2025-01-01  14:45:00  INFO    notification-worker  Starting  request  correlationId=INC-300081
2025-01-01  14:45:00  WARN    notification-worker  NullPointerException  at  NotificationComposer
2025-01-01  14:45:02  ERROR  notification-worker  Request  failed  during  downstream  call
2025-01-01  14:45:02  INFO    gateway  Response  status=500  path=/api/resource"
INC-300082,2025-01-01T14:50:00,notification-worker,qa,WARN,null pointer in notification builder,US,host-b,"URGENT: 2025-01-01 14:50:00 INFO  notification-worker Starting request correlationId=INC-300082
2025-01-01 14:50:00 WARN  notification-worker NullPointerException at NotificationComposer
2025-01-01 14:50:02 ERROR notification-worker Request failed during downstream call
2025-01-01 14:50:02 INFO  gateway Response status=500 path=/api/resource
 Sent from mobile."
INC-300083,2025-01-01T14:55:00,gateway,prod,ERROR,cache stampede,EU,host-c,"PLEASE HELP - 2025-01-01 14:55:00 INFO  GATEWAY STARTING REQUEST CORRELATIONID=INC-300083
2025-01-01 14:55:00 WARN  GATEWAY CACHE MISS BURST CAUSED LATENCY SPIKE
2025-01-01 14:55:02 ERROR GATEWAY REQUEST FAILED DURING DOWNSTREAM CALL
2025-01-01 14:55:02 INFO  GATEWAY RESPONSE STATUS=500 PATH=/API/RESOURCE
2025-01-01 14:55:03 INFO  RETRY-HANDLER RETRYING ATTEMPT=2"
INC-300084,2025-01-01T15:00:00,notification-worker,qa,ERROR,null pointer in notification builder,APAC,host-b,"Hi  team,    2025-01-01  15:00:00  INFO    notification-worker  Starting  request  correlationId=INC-300084
2025-01-01  15:00:00  WARN    notification-worker  NullPointerException  at  NotificationComposer
2025-01-01  15:00:02  ERROR  notification-worker  Request  failed  during  downstream  call
2025-01-01  15:00:02  INFO    gateway  Response  status=500  path=/api/resource
  Sent  from  mobile."
INC-300085,2025-01-01T15:05:00,notification-worker,dev,ERROR,null pointer in notification builder,IN,host-d,"2025-01-01 15:05:00 INFO  notification-worker Starting request correlationId=INC-300085
2025-01-01 15:05:00 WARN  notification-worker NullPointerException at NotificationComposer
2025-01-01 15:05:02 ERROR notification-worker Request failed during downstream call
2025-01-01 15:05:02 INFO  gateway Response status=500 path=/api/resource   Thanks.  "
INC-300086,2025-01-01T15:10:00,notification-worker,qa,WARN,null pointer in notification builder,MEA,host-c,"Hi team,  2025-01-01 15:10:00 INFO  notification-worker Starting request correlationId=INC-300086
2025-01-01 15:10:00 WARN  notification-worker NullPointerException at NotificationComposer
2025-01-01 15:10:02 ERROR notification-worker Request failed during downstream call
2025-01-01 15:10:02 INFO  gateway Response status=500 path=/api/resource   Thanks.  "
INC-300087,2025-01-01T15:15:00,order-service,prod,INFO,db connection pool exhausted,EU,host-a,"FYI - 2025-01-01 15:15:00 INFO  order-service Starting request correlationId=INC-300087
2025-01-01 15:15:00 WARN  order-service Failed to obtain JDBC connection
2025-01-01 15:15:02 ERROR order-service Request failed during downstream call
2025-01-01 15:15:02 INFO  gateway Response status=500 path=/api/resource
2025-01-01 15:15:03 INFO  retry-handler Retrying attempt=2
 Sent from mobile."
INC-300088,2025-01-01T15:20:00,pricing-service,dev,INFO,pricing timeout,APAC,host-d,"Please help - 2025-01-01 15:20:00 INFO  pricing-service Starting request correlationId=INC-300088
2025-01-01 15:20:00 WARN  pricing-service Timeout while calling pricing service after 2000ms
2025-01-01 15:20:02 ERROR pricing-service Request failed during downstream call
2025-01-01 15:20:02 INFO  gateway Response status=500 path=/api/resource
2025-01-01 15:20:03 INFO  retry-handler Retrying attempt=2

This is affecting users."
INC-300089,2025-01-01T15:25:00,pricing-service,prod,ERROR,pricing timeout,IN,host-c,"FYI - 2025-01-01 15:25:00 INFO  pricing-service Starting request correlationId=INC-300089
2025-01-01 15:25:00 WARN  pricing-service Timeout while calling pricing service after 2000ms
2025-01-01 15:25:02 ERROR pricing-service Request failed during downstream call
2025-01-01 15:25:02 INFO  gateway Response status=500 path=/api/resource   Thanks.  "
INC-300090,2025-01-01T15:30:00,order-service,prod,WARN,db connection pool exhausted,APAC,host-c,"FYI - 2025-01-01 15:30:00 INFO  order-service Starting request correlationId=INC-300090
2025-01-01 15:30:00 WARN  order-service Failed to obtain JDBC connection
2025-01-01 15:30:02 ERROR order-service Request failed during downstream call
2025-01-01 15:30:02 INFO  gateway Response status=500 path=/api/resource   Thanks.  "
INC-300091,2025-01-01T15:35:00,document-service,prod,ERROR,s3 upload failure,MEA,host-b,"FYI  -  2025-01-01  15:35:00  INFO    document-service  Starting  request  correlationId=INC-300091
2025-01-01  15:35:00  WARN    document-service  Upload  failed  with  403  signature  mismatch
2025-01-01  15:35:02  ERROR  document-service  Request  failed  during  downstream  call
2025-01-01  15:35:02  INFO    gateway  Response  status=500  path=/api/resource
  Sent  from  mobile."
INC-300092,2025-01-01T15:40:00,pricing-service,prod,ERROR,pricing timeout,APAC,host-d,"Please help - 2025-01-01 15:40:00 INFO  pricing-service Starting request correlationId=INC-300092
2025-01-01 15:40:00 WARN  pricing-service Timeout while calling pricing service after 2000ms
2025-01-01 15:40:02 ERROR pricing-service Request failed during downstream call
2025-01-01 15:40:02 INFO  gateway Response status=500 path=/api/resource

This is affecting users."
INC-300093,2025-01-01T15:45:00,pricing-service,dev,INFO,pricing timeout,MEA,host-d,"URGENT: 2025-01-01 15:45:00 INFO  pricing-service Starting request correlationId=INC-300093
2025-01-01 15:45:00 WARN  pricing-service Timeout while calling pricing service after 2000ms
2025-01-01 15:45:02 ERROR pricing-service Request failed during downstream call
2025-01-01 15:45:02 INFO  gateway Response status=500 path=/api/resource   Thanks.  "
INC-300094,2025-01-01T15:50:00,document-service,prod,INFO,s3 upload failure,IN,host-c,"Hi  team,    2025-01-01  15:50:00  INFO    document-service  Starting  request  correlationId=INC-300094
2025-01-01  15:50:00  WARN    document-service  Upload  failed  with  403  signature  mismatch
2025-01-01  15:50:02  ERROR  document-service  Request  failed  during  downstream  call
2025-01-01  15:50:02  INFO    gateway  Response  status=500  path=/api/resource"
INC-300095,2025-01-01T15:55:00,notification-worker,qa,WARN,null pointer in notification builder,IN,host-b,"FYI - 2025-01-01 15:55:00 INFO  notification-worker Starting request correlationId=INC-300095
2025-01-01 15:55:00 WARN  notification-worker NullPointerException at NotificationComposer
2025-01-01 15:55:02 ERROR notification-worker Request failed during downstream call
2025-01-01 15:55:02 INFO  gateway Response status=500 path=/api/resource

This is affecting users."
INC-300096,2025-01-01T16:00:00,gateway,qa,WARN,cache stampede,MEA,host-c,"URGENT: 2025-01-01 16:00:00 INFO  gateway Starting request correlationId=INC-300096
2025-01-01 16:00:00 WARN  gateway Cache miss burst caused latency spike
2025-01-01 16:00:02 ERROR gateway Request failed during downstream call
2025-01-01 16:00:02 INFO  gateway Response status=500 path=/api/resource"
INC-300097,2025-01-01T16:05:00,pricing-service,qa,ERROR,pricing timeout,US,host-d,"Hi team,  2025-01-01 16:05:00 INFO  pricing-service Starting request correlationId=INC-300097
2025-01-01 16:05:00 WARN  pricing-service Timeout while calling pricing service after 2000ms
2025-01-01 16:05:02 ERROR pricing-service Request failed during downstream call
2025-01-01 16:05:02 INFO  gateway Response status=500 path=/api/resource
2025-01-01 16:05:03 INFO  retry-handler Retrying attempt=2"
INC-300098,2025-01-01T16:10:00,order-service,qa,INFO,db connection pool exhausted,US,host-b,"URGENT: 2025-01-01 16:10:00 INFO  order-service Starting request correlationId=INC-300098
2025-01-01 16:10:00 WARN  order-service Failed to obtain JDBC connection
2025-01-01 16:10:02 ERROR order-service Request failed during downstream call
2025-01-01 16:10:02 INFO  gateway Response status=500 path=/api/resource

This is affecting users."
INC-300099,2025-01-01T16:15:00,order-service,prod,ERROR,db connection pool exhausted,IN,host-b,"URGENT: 2025-01-01 16:15:00 INFO  order-service Starting request correlationId=INC-300099
2025-01-01 16:15:00 WARN  order-service Failed to obtain JDBC connection
2025-01-01 16:15:02 ERROR order-service Request failed during downstream call
2025-01-01 16:15:02 INFO  gateway Response status=500 path=/api/resource

This is affecting users."
