requirement_id,received_at,source,product_area,requester_role,raw_requirement_text,business_context,delivery_window,priority_hint
REQ-200102,2025-01-05T14:00:00,crm_sync,payments,ops lead,"Fyi - We Need Self-Service Onboarding For Payments. Users Should Be Able To View Sla Metrics, Search History, And Upload Documents. Admins Want Failure Reasons. Keep V1 Simple And Web-First.",Please Help - Leadership Wants Better Visibility Before Scale-Up. This Is Affecting Users.,TBD,medium
REQ-200103,2025-01-05T15:00:00,meeting_notes,document workflow,sales engineer,"We need renewal reminder flow for document workflow. Users should be able to export CSV, retry failed jobs, and send alerts. Admins want user-level activity report. Keep v1 simple and web-first.",URGENT: Current manual process is slow and error-prone.,1 month,high
REQ-200104,2025-01-05T16:00:00,notion,identity,ops lead,"Hi team, We need renewal reminder flow for identity. Users should be able to upload documents, track status, and send alerts. Admins want daily trend charts. Keep v1 simple and web-first. Sent from mobile.","Hi Team, Leadership Wants Better Visibility Before Scale-Up. This Is Affecting Users.",2 weeks,high
REQ-200105,2025-01-05T17:00:00,meeting_notes,notifications,product manager,Client Asked For Approval Workflow In Notifications. The System Must Support Upload Documents. It Should Also Allow Track Status. Reporting Should Include Approval Bottlenecks. This Is Affecting Users.,Leadership wants better visibility before scale-up. This is affecting users.,2 weeks,low
REQ-200106,2025-01-05T18:00:00,slack,inventory,engineering manager,Please plan a first release for approval workflow. Primary need: assign approvers. Secondary need: upload documents. Nice to have: view SLA metrics. Need visibility for approval bottlenecks. Sent from mobile.,Fyi - Needed For Enterprise Rollout Next Quarter.,1 month,high
REQ-200107,2025-01-05T19:00:00,meeting_notes,notifications,ops lead,"Hi team, We need audit export for notifications. Users should be able to filter pending items, search history, and retry failed jobs. Admins want pending queues and turnaround time. Keep v1 simple and web-first.",Please help - Needed for enterprise rollout next quarter.,2 weeks,low
REQ-200108,2025-01-05T20:00:00,meeting_notes,analytics,product manager,"FYI - We need exception dashboard for analytics. Users should be able to track status, view SLA metrics, and comment on review. Admins want daily trend charts. Keep v1 simple and web-first. This is affecting users.",Urgent: Current Manual Process Is Slow And Error-Prone. Sent From Mobile.,2 weeks,high
REQ-200109,2025-01-05T21:00:00,notion,document workflow,client stakeholder,Please help - Please plan a first release for approval workflow. Primary need: assign approvers. Secondary need: retry failed jobs. Nice to have: comment on review. Need visibility for user-level activity report.,Please help - Leadership wants better visibility before scale-up. This is affecting users.,TBD,medium
REQ-200110,2025-01-05T22:00:00,notion,document workflow,sales engineer,"We need audit export for document workflow. Users should be able to send alerts, retry failed jobs, and track status. Admins want failure reasons. Keep v1 simple and web-first. Sent from mobile.","Hi Team, Support Team Gets Repeated Complaints. Thanks.",next quarter,low
REQ-200111,2025-01-05T23:00:00,email,notifications,engineering manager,"FYI - We need approval workflow for notifications. Users should be able to send alerts, track status, and filter pending items. Admins want user-level activity report. Keep v1 simple and web-first. Sent from mobile.",Please help - Needed for enterprise rollout next quarter. This is affecting users.,next quarter,medium
REQ-200112,2025-01-06T00:00:00,notion,analytics,engineering manager,"We need renewal reminder flow for analytics. Users should be able to search history, track status, and upload documents. Admins want user-level activity report. Keep v1 simple and web-first. Sent from mobile.",FYI - Support team gets repeated complaints. This is affecting users.,1 month,low
REQ-200113,2025-01-06T01:00:00,slack,inventory,client stakeholder,URGENT: Client asked for approval workflow in inventory. The system must support track status. It should also allow filter pending items. Reporting should include user-level activity report. This is affecting users.,"Hi Team, Current Manual Process Is Slow And Error-Prone. Sent From Mobile.",1 month,medium
REQ-200114,2025-01-06T02:00:00,slack,payments,product manager,"Please Help - We Need Self-Service Onboarding For Payments. Users Should Be Able To Filter Pending Items, Export Csv, And View Sla Metrics. Admins Want User-Level Activity Report. Keep V1 Simple And Web-First.",Support team gets repeated complaints. Thanks.,TBD,medium
REQ-200115,2025-01-06T03:00:00,slack,document workflow,engineering manager,"FYI - We need exception dashboard for document workflow. Users should be able to retry failed jobs, comment on review, and track status. Admins want pending queues and turnaround time. Keep v1 simple and web-first.",Please Help - Needed For Enterprise Rollout Next Quarter. Thanks.,TBD,medium
REQ-200116,2025-01-06T04:00:00,meeting_notes,identity,client stakeholder,"Hi team, Please plan a first release for bulk upload. Primary need: track status. Secondary need: view SLA metrics. Nice to have: filter pending items. Need visibility for daily trend charts. Thanks.",Support team gets repeated complaints. This is affecting users.,1 month,high
REQ-200117,2025-01-06T05:00:00,email,identity,product manager,"FYI - We need audit export for identity. Users should be able to view SLA metrics, search history, and upload documents. Admins want user-level activity report. Keep v1 simple and web-first. This is affecting users.",URGENT: Current manual process is slow and error-prone.,next quarter,low
REQ-200118,2025-01-06T06:00:00,crm_sync,payments,client stakeholder,"We need exception dashboard for payments. Users should be able to filter pending items, comment on review, and assign approvers. Admins want approval bottlenecks. Keep v1 simple and web-first. Sent from mobile.",Please help - Support team gets repeated complaints.,1 month,low
REQ-200119,2025-01-06T07:00:00,crm_sync,identity,ops lead,URGENT: Client asked for bulk upload in identity. The system must support upload documents. It should also allow track status. Reporting should include pending queues and turnaround time. Thanks.,FYI - Current manual process is slow and error-prone.,TBD,medium
REQ-200120,2025-01-06T08:00:00,crm_sync,inventory,sales engineer,"FYI - We need self-service onboarding for inventory. Users should be able to assign approvers, retry failed jobs, and upload documents. Admins want pending queues and turnaround time. Keep v1 simple and web-first. Thanks.",Please help - Support team gets repeated complaints.,2 weeks,medium
REQ-200121,2025-01-06T09:00:00,crm_sync,payments,sales engineer,"We need approval workflow for payments. Users should be able to view SLA metrics, comment on review, and search history. Admins want failure reasons. Keep v1 simple and web-first. This is affecting users.",Please help - Support team gets repeated complaints. This is affecting users.,2 weeks,high
REQ-200122,2025-01-06T10:00:00,notion,identity,ops lead,"Hi Team, Please Plan A First Release For Bulk Upload. Primary Need: Upload Documents. Secondary Need: Export Csv. Nice To Have: Retry Failed Jobs. Need Visibility For Pending Queues And Turnaround Time. Sent From Mobile.",Please help - Needed for enterprise rollout next quarter. This is affecting users.,TBD,high
REQ-200123,2025-01-06T11:00:00,slack,analytics,engineering manager,Client asked for exception dashboard in analytics. The system must support upload documents. It should also allow track status. Reporting should include daily trend charts. Thanks.,FYI - Support team gets repeated complaints.,2 weeks,high
REQ-200124,2025-01-06T12:00:00,notion,analytics,engineering manager,Please help - Client asked for bulk upload in analytics. The system must support export CSV. It should also allow assign approvers. Reporting should include user-level activity report. Thanks.,FYI - Needed for enterprise rollout next quarter. This is affecting users.,1 month,high
REQ-200125,2025-01-06T13:00:00,email,payments,engineering manager,"Hi team, We need bulk upload for payments. Users should be able to search history, retry failed jobs, and upload documents. Admins want user-level activity report. Keep v1 simple and web-first. This is affecting users.",Please help - Current manual process is slow and error-prone.,TBD,high
REQ-200126,2025-01-06T14:00:00,email,document workflow,client stakeholder,Urgent: Please Plan A First Release For Audit Export. Primary Need: Export Csv. Secondary Need: Assign Approvers. Nice To Have: Comment On Review. Need Visibility For Failure Reasons. Thanks.,"Hi team, Current manual process is slow and error-prone. Thanks.",next quarter,high
REQ-200127,2025-01-06T15:00:00,meeting_notes,payments,product manager,Urgent: Please Plan A First Release For Bulk Upload. Primary Need: Track Status. Secondary Need: Filter Pending Items. Nice To Have: Assign Approvers. Need Visibility For Failure Reasons.,Please help - Leadership wants better visibility before scale-up. Thanks.,2 weeks,medium
